Player,Prop Bets,Pos,Team,Opp,H/A,Line,Result,Over,oW/L,Under,uW/L,Week
O.J. Howard,Receiving Yards,TE,TB,CHI,Away,40.5,0,-125,Loss,-105,Win,18NFL04
Ricky Seals Jones,Receiving Yards,TE,ARI,SEA,Home,30.5,52,-125,Win,-105,Loss,18NFL04
Rob Gronkowski,Receiving Yards,TE,NE,MIA,Home,74.5,44,-125,Loss,-105,Win,18NFL04
Ryan Griffin,Receiving Yards,TE,HOU,IND,Away,23.5,12,-125,Loss,-105,Win,18NFL04
Travis Kelce,Receiving Yards,TE,KC,DEN,Away,77.5,78,-125,Win,-105,Loss,18NFL04
Trey Burton,Receiving Yards,TE,CHI,TB,Home,39.5,86,-125,Win,-105,Loss,18NFL04
Tyler Eifert,Receiving Yards,TE,CIN,ATL,Away,39.5,38,-125,Loss,-105,Win,18NFL04
Vance McDonald,Receiving Yards,TE,PIT,BAL,Home,34.5,62,-125,Win,-105,Loss,18NFL04
Will Dissly,Receiving Yards,TE,SEA,ARI,Away,32.5,5,-125,Loss,-105,Win,18NFL04
Zach Ertz,Receiving Yards,TE,PHI,TEN,Away,69.5,112,-125,Win,-105,Loss,18NFL04
Austin Hooper,Receiving Yards,TE,ATL,NO,Home,32.5,23,-125,Loss,-105,Win,18NFL03
Austin Seferian Jenkins,Receiving Yards,TE,JAC,TEN,Home,30.5,18,-125,Loss,-105,Win,18NFL03
Benjamin Watson,Receiving Yards,TE,NO,ATL,Away,34.5,71,-125,Win,-105,Loss,18NFL03
Charles Clay,Receiving Yards,TE,BUF,MIN,Away,27.5,18,-125,Loss,-105,Win,18NFL03
David Njoku,Receiving Yards,TE,CLE,NYJ,Home,32.5,36,-105,Win,-125,Loss,18NFL03
Eric Ebron,Receiving Yards,TE,IND,PHI,Away,42.5,33,-130,Loss,100,Win,18NFL03
Evan Engram,Receiving Yards,TE,NYG,HOU,Away,46.5,19,-125,Loss,-105,Win,18NFL03
George Kittle,Receiving Yards,TE,SF,KC,Away,50.5,79,-135,Win,105,Loss,18NFL03
Ian Thomas,Receiving Yards,TE,CAR,CIN,Home,22.5,20,-125,Loss,-105,Win,18NFL03
Jake Butt,Receiving Yards,TE,DEN,BAL,Away,29.5,8,-125,Loss,-105,Win,18NFL03
Jared Cook,Receiving Yards,TE,LVR,MIA,Away,49.5,31,-125,Loss,-105,Win,18NFL03
Jesse James,Receiving Yards,TE,PIT,TB,Away,34.5,7,-105,Loss,-125,Win,18NFL03
Jimmy Graham,Receiving Yards,TE,GB,WAS,Away,47.5,45,-125,Loss,-105,Win,18NFL03
Jordan Reed,Receiving Yards,TE,WAS,GB,Home,49.5,65,-135,Win,105,Loss,18NFL03
Kyle Rudolph,Receiving Yards,TE,MIN,BUF,Home,39.5,48,-125,Win,-105,Loss,18NFL03
O.J. Howard,Receiving Yards,TE,TB,PIT,Home,39.5,72,-130,Win,100,Loss,18NFL03
Ricky Seals Jones,Receiving Yards,TE,ARI,CHI,Home,30.5,35,-125,Win,-105,Loss,18NFL03
Rob Gronkowski,Receiving Yards,TE,NE,DET,Away,80.5,51,-125,Loss,-105,Win,18NFL03
Travis Kelce,Receiving Yards,TE,KC,SF,Home,65.5,114,-125,Win,-105,Loss,18NFL03
Trey Burton,Receiving Yards,TE,CHI,ARI,Away,36.5,55,-125,Win,-105,Loss,18NFL03
Tyler Eifert,Receiving Yards,TE,CIN,CAR,Away,34.5,74,-125,Win,-105,Loss,18NFL03
Vance McDonald,Receiving Yards,TE,PIT,TB,Away,27.5,112,-105,Win,-125,Loss,18NFL03
Will Dissly,Receiving Yards,TE,SEA,DAL,Home,34.5,4,-115,Loss,-115,Win,18NFL03
Zach Ertz,Receiving Yards,TE,PHI,IND,Home,69.5,73,-125,Win,-105,Loss,18NFL03
Antonio Gates,Receiving Yards,TE,LAC,BUF,Away,20.5,0,-125,Loss,-105,Win,18NFL02
Austin Hooper,Receiving Yards,TE,ATL,CAR,Home,29.5,59,-125,Win,-105,Loss,18NFL02
Austin Seferian Jenkins,Receiving Yards,TE,JAC,NE,Home,34.5,23,-125,Loss,-105,Win,18NFL02
Benjamin Watson,Receiving Yards,TE,NO,CLE,Home,36.5,19,-125,Loss,-105,Win,18NFL02
Charles Clay,Receiving Yards,TE,BUF,LAC,Home,32.5,29,-115,Loss,-115,Win,18NFL02
David Njoku,Receiving Yards,TE,CLE,NO,Away,34.5,20,-130,Loss,100,Win,18NFL02
Eric Ebron,Receiving Yards,TE,IND,WAS,Away,34.5,26,-125,Loss,-105,Win,18NFL02
Evan Engram,Receiving Yards,TE,NYG,DAL,Away,44.5,67,-125,Win,-105,Loss,18NFL02
George Kittle,Receiving Yards,TE,SF,DET,Home,49.5,22,-125,Loss,-105,Win,18NFL02
Ian Thomas,Receiving Yards,TE,CAR,ATL,Away,22.5,10,-115,Loss,-115,Win,18NFL02
Jack Doyle,Receiving Yards,TE,IND,WAS,Away,44.5,20,-125,Loss,-105,Win,18NFL02
Jared Cook,Receiving Yards,TE,LVR,DEN,Away,47.5,49,-125,Win,-105,Loss,18NFL02
Jesse James,Receiving Yards,TE,PIT,KC,Home,24.5,138,-125,Win,-105,Loss,18NFL02
Jordan Reed,Receiving Yards,TE,WAS,IND,Home,45.5,55,-125,Win,-105,Loss,18NFL02
Kyle Rudolph,Receiving Yards,TE,MIN,GB,Away,34.5,72,-125,Win,-105,Loss,18NFL02
O.J. Howard,Receiving Yards,TE,TB,PHI,Home,27.5,96,-125,Win,-105,Loss,18NFL02
Rob Gronkowski,Receiving Yards,TE,NE,JAC,Away,77.5,15,-125,Loss,-105,Win,18NFL02
Ryan Griffin,Receiving Yards,TE,HOU,TEN,Away,25.5,19,-125,Loss,-105,Win,18NFL02
Travis Kelce,Receiving Yards,TE,KC,PIT,Away,62.5,109,-125,Win,-105,Loss,18NFL02
Trey Burton,Receiving Yards,TE,CHI,SEA,Home,42.5,20,-115,Loss,-115,Win,18NFL02
Tyler Eifert,Receiving Yards,TE,CIN,BAL,Home,33.5,23,-125,Loss,-105,Win,18NFL02
Vance McDonald,Receiving Yards,TE,PIT,KC,Home,24.5,26,-125,Win,-105,Loss,18NFL02
Will Dissly,Receiving Yards,TE,SEA,CHI,Away,30.5,42,-105,Win,-125,Loss,18NFL02
Zach Ertz,Receiving Yards,TE,PHI,TB,Away,64.5,94,-125,Win,-105,Loss,18NFL02
Austin Hooper,Receiving Yards,TE,ATL,PHI,Away,29.5,24,-115,Loss,-115,Win,18NFL01
Austin Seferian Jenkins,Receiving Yards,TE,JAC,NYG,Away,30.5,25,-105,Loss,-125,Win,18NFL01
Benjamin Watson,Receiving Yards,TE,NO,TB,Home,30.5,44,-125,Win,-105,Loss,18NFL01
Cameron Brate,Receiving Yards,TE,TB,NO,Away,30.5,0,-125,Loss,-105,Win,18NFL01
Charles Clay,Receiving Yards,TE,BUF,BAL,Away,35.5,0,-115,Loss,-115,Win,18NFL01
Delanie Walker,Receiving Yards,TE,TEN,MIA,Away,50.5,52,-125,Win,-105,Loss,18NFL01
Eric Ebron,Receiving Yards,TE,IND,CIN,Home,29.5,51,-125,Win,-105,Loss,18NFL01
Evan Engram,Receiving Yards,TE,NYG,JAC,Home,42.5,18,-125,Loss,-105,Win,18NFL01
George Kittle,Receiving Yards,TE,SF,MIN,Away,34.5,90,-125,Win,-105,Loss,18NFL01
Greg Olsen,Receiving Yards,TE,CAR,DAL,Home,50.5,33,-125,Loss,-105,Win,18NFL01
Jack Doyle,Receiving Yards,TE,IND,CIN,Home,40.5,60,-125,Win,-105,Loss,18NFL01
Jared Cook,Receiving Yards,TE,LVR,LAR,Home,39.5,180,-110,Win,-120,Loss,18NFL01
Jimmy Graham,Receiving Yards,TE,GB,CHI,Home,42.5,8,-125,Loss,-105,Win,18NFL01
Jordan Reed,Receiving Yards,TE,WAS,ARI,Away,43.5,48,-125,Win,-105,Loss,18NFL01
Kyle Rudolph,Receiving Yards,TE,MIN,SF,Home,40.5,11,-125,Loss,-105,Win,18NFL01
O.J. Howard,Receiving Yards,TE,TB,NO,Away,30.5,54,-135,Win,105,Loss,18NFL01
Ricky Seals Jones,Receiving Yards,TE,ARI,WAS,Home,30.5,19,-125,Loss,-105,Win,18NFL01
Rob Gronkowski,Receiving Yards,TE,NE,HOU,Home,76.5,123,-130,Win,100,Loss,18NFL01
Ryan Griffin,Receiving Yards,TE,HOU,NE,Away,23.5,0,-125,Loss,-105,Win,18NFL01
Travis Kelce,Receiving Yards,TE,KC,LAC,Away,65.5,6,-125,Loss,-105,Win,18NFL01
Trey Burton,Receiving Yards,TE,CHI,GB,Away,43.5,15,-125,Loss,-105,Win,18NFL01
Tyler Eifert,Receiving Yards,TE,CIN,IND,Away,34.5,44,-125,Win,-105,Loss,18NFL01
Zach Ertz,Receiving Yards,TE,PHI,ATL,Home,57.5,48,-145,Loss,115,Win,18NFL01
Austin Hooper,Receiving Yards,TE,ATL,CAR,Home,24.5,35,-115,Win,-115,Loss,17NFL17
Benjamin Watson,Receiving Yards,TE,BAL,CIN,Home,32.5,61,100,Win,-130,Loss,17NFL17
Charles Clay,Receiving Yards,TE,BUF,MIA,Away,37.5,64,-115,Win,-115,Loss,17NFL17
Delanie Walker,Receiving Yards,TE,TEN,JAC,Home,45.5,19,-115,Loss,-115,Win,17NFL17
Greg Olsen,Receiving Yards,TE,CAR,ATL,Away,47.5,10,-115,Loss,-115,Win,17NFL17
Jimmy Graham,Receiving Yards,TE,SEA,ARI,Home,37.5,45,105,Win,-135,Loss,17NFL17
Kyle Rudolph,Receiving Yards,TE,MIN,CHI,Home,32.5,3,115,Loss,-145,Win,17NFL17
Rob Gronkowski,Receiving Yards,TE,NE,NYJ,Home,80.5,0,-115,Loss,-115,Win,17NFL17
Austin Hooper,Receiving Yards,TE,ATL,NO,Away,25.5,18,-115,Loss,-115,Win,17NFL16
Benjamin Watson,Receiving Yards,TE,BAL,IND,Home,29.5,40,-105,Win,-125,Loss,17NFL16
Charles Clay,Receiving Yards,TE,BUF,NE,Away,32.5,37,-125,Win,-105,Loss,17NFL16
Delanie Walker,Receiving Yards,TE,TEN,LAR,Home,47.5,33,-115,Loss,-115,Win,17NFL16
Eric Ebron,Receiving Yards,TE,DET,CIN,Away,39.5,83,-115,Win,-115,Loss,17NFL16
Evan Engram,Receiving Yards,TE,NYG,ARI,Away,57.5,12,-115,Loss,-115,Win,17NFL16
Greg Olsen,Receiving Yards,TE,CAR,TB,Home,54.5,27,-115,Loss,-115,Win,17NFL16
Jack Doyle,Receiving Yards,TE,IND,BAL,Away,45.5,41,-115,Loss,-115,Win,17NFL16
Jason Witten,Receiving Yards,TE,DAL,SEA,Home,42.5,39,-115,Loss,-115,Win,17NFL16
Jesse James,Receiving Yards,TE,PIT,HOU,Away,32.5,0,-115,Loss,-115,Win,17NFL16
Jimmy Graham,Receiving Yards,TE,SEA,DAL,Away,43.5,3,-115,Loss,-115,Win,17NFL16
Kyle Rudolph,Receiving Yards,TE,MIN,GB,Away,37.5,6,-125,Loss,-105,Win,17NFL16
Marcedes Lewis,Receiving Yards,TE,JAC,SF,Away,30.5,22,-115,Loss,-115,Win,17NFL16
Rob Gronkowski,Receiving Yards,TE,NE,BUF,Away,80.5,67,-115,Loss,-115,Win,17NFL16
Travis Kelce,Receiving Yards,TE,KC,MIA,Home,65.5,47,-115,Loss,-115,Win,17NFL16
Vernon Davis,Receiving Yards,TE,WAS,DEN,Home,32.5,42,-115,Win,-115,Loss,17NFL16
Zach Ertz,Receiving Yards,TE,PHI,LVR,Home,59.5,81,-115,Win,-115,Loss,17NFL16
Austin Hooper,Receiving Yards,TE,ATL,TB,Away,30.5,12,-115,Loss,-115,Win,17NFL15
Cameron Brate,Receiving Yards,TE,TB,ATL,Home,25.5,49,-105,Win,-125,Loss,17NFL15
Delanie Walker,Receiving Yards,TE,TEN,SF,Away,57.5,37,-115,Loss,-115,Win,17NFL15
Eric Ebron,Receiving Yards,TE,DET,CHI,Home,39.5,33,-125,Loss,-105,Win,17NFL15
Evan Engram,Receiving Yards,TE,NYG,PHI,Home,50.5,87,-115,Win,-115,Loss,17NFL15
Hunter Henry,Receiving Yards,TE,LAC,KC,Away,42.5,28,-125,Loss,-105,Win,17NFL15
Jared Cook,Receiving Yards,TE,LVR,DAL,Home,45.5,17,-115,Loss,-115,Win,17NFL15
Jason Witten,Receiving Yards,TE,DAL,LVR,Away,39.5,47,-105,Win,-125,Loss,17NFL15
Jesse James,Receiving Yards,TE,PIT,NE,Home,25.5,7,-125,Loss,-105,Win,17NFL15
Jimmy Graham,Receiving Yards,TE,SEA,LAR,Home,43.5,-1,-105,Loss,-125,Win,17NFL15
Julius Thomas,Receiving Yards,TE,MIA,BUF,Away,22.5,15,-115,Loss,-115,Win,17NFL15
Kyle Rudolph,Receiving Yards,TE,MIN,CIN,Home,40.5,17,-115,Loss,-115,Win,17NFL15
Marcedes Lewis,Receiving Yards,TE,JAC,HOU,Home,20.5,18,-125,Loss,-105,Win,17NFL15
Rob Gronkowski,Receiving Yards,TE,NE,PIT,Away,70.5,168,-125,Win,-105,Loss,17NFL15
Travis Kelce,Receiving Yards,TE,KC,LAC,Home,65.5,46,-125,Loss,-105,Win,17NFL15
Vernon Davis,Receiving Yards,TE,WAS,ARI,Away,40.5,18,-115,Loss,-115,Win,17NFL15
Zach Ertz,Receiving Yards,TE,PHI,NYG,Away,52.5,56,-130,Win,100,Loss,17NFL15
Austin Hooper,Receiving Yards,TE,ATL,NO,Home,32.5,23,-125,Loss,-105,Win,17NFL14
Benjamin Watson,Receiving Yards,TE,BAL,PIT,Away,27.5,0,-115,Loss,-115,Win,17NFL14
Cameron Brate,Receiving Yards,TE,TB,DET,Home,34.5,11,-140,Loss,110,Win,17NFL14
Charles Clay,Receiving Yards,TE,BUF,IND,Home,28.5,11,-115,Loss,-115,Win,17NFL14
Delanie Walker,Receiving Yards,TE,TEN,ARI,Away,59.5,42,-115,Loss,-115,Win,17NFL14
Eric Ebron,Receiving Yards,TE,DET,TB,Away,32.5,94,100,Win,-130,Loss,17NFL14
Evan Engram,Receiving Yards,TE,NYG,DAL,Home,55.5,54,-125,Loss,-105,Win,17NFL14
Hunter Henry,Receiving Yards,TE,LAC,WAS,Home,45.5,50,-115,Win,-115,Loss,17NFL14
Jack Doyle,Receiving Yards,TE,IND,BUF,Away,47.5,4,-115,Loss,-115,Win,17NFL14
Jason Witten,Receiving Yards,TE,DAL,NYG,Away,39.5,20,-115,Loss,-115,Win,17NFL14
Jesse James,Receiving Yards,TE,PIT,BAL,Home,20.5,97,-115,Win,-115,Loss,17NFL14
Jimmy Graham,Receiving Yards,TE,SEA,JAC,Away,44.5,0,-115,Loss,-115,Win,17NFL14
Julius Thomas,Receiving Yards,TE,MIA,NE,Home,29.5,11,-115,Loss,-115,Win,17NFL14
Kyle Rudolph,Receiving Yards,TE,MIN,CAR,Away,39.5,41,-115,Win,-115,Loss,17NFL14
Marcedes Lewis,Receiving Yards,TE,JAC,SEA,Home,27.5,0,-115,Loss,-115,Win,17NFL14
Travis Kelce,Receiving Yards,TE,KC,LVR,Home,70.5,74,-125,Win,-105,Loss,17NFL14
Tyler Kroft,Receiving Yards,TE,CIN,CHI,Home,29.5,0,-115,Loss,-115,Win,17NFL14
Vernon Davis,Receiving Yards,TE,WAS,LAC,Away,42.5,26,-115,Loss,-115,Win,17NFL14
Austin Hooper,Receiving Yards,TE,ATL,MIN,Home,35.5,21,-115,Loss,-115,Win,17NFL13
Benjamin Watson,Receiving Yards,TE,BAL,DET,Home,27.5,24,-125,Loss,-105,Win,17NFL13
Charles Clay,Receiving Yards,TE,BUF,NE,Home,34.5,20,-115,Loss,-115,Win,17NFL13
Delanie Walker,Receiving Yards,TE,TEN,HOU,Home,57.5,63,-125,Win,-105,Loss,17NFL13
Eric Ebron,Receiving Yards,TE,DET,BAL,Away,29.5,38,-125,Win,-105,Loss,17NFL13
Evan Engram,Receiving Yards,TE,NYG,LVR,Away,42.5,99,-115,Win,-115,Loss,17NFL13
Hunter Henry,Receiving Yards,TE,LAC,CLE,Home,45.5,81,-115,Win,-115,Loss,17NFL13
Jack Doyle,Receiving Yards,TE,IND,JAC,Away,49.5,16,-115,Loss,-115,Win,17NFL13
Jared Cook,Receiving Yards,TE,LVR,NYG,Home,52.5,9,-115,Loss,-115,Win,17NFL13
Jason Witten,Receiving Yards,TE,DAL,WAS,Home,39.5,8,-115,Loss,-115,Win,17NFL13
Jesse James,Receiving Yards,TE,PIT,CIN,Away,22.5,13,-115,Loss,-115,Win,17NFL13
Jimmy Graham,Receiving Yards,TE,SEA,PHI,Home,45.5,26,-125,Loss,-105,Win,17NFL13
Julius Thomas,Receiving Yards,TE,MIA,DEN,Home,27.5,20,-115,Loss,-115,Win,17NFL13
Kyle Rudolph,Receiving Yards,TE,MIN,ATL,Away,42.5,36,-115,Loss,-115,Win,17NFL13
Marcedes Lewis,Receiving Yards,TE,JAC,IND,Home,24.5,46,-105,Win,-125,Loss,17NFL13
Rob Gronkowski,Receiving Yards,TE,NE,BUF,Away,72.5,147,-125,Win,-105,Loss,17NFL13
Travis Kelce,Receiving Yards,TE,KC,NYJ,Away,67.5,94,-130,Win,100,Loss,17NFL13
Tyler Kroft,Receiving Yards,TE,CIN,PIT,Home,29.5,30,-120,Win,-110,Loss,17NFL13
Vernon Davis,Receiving Yards,TE,WAS,DAL,Away,49.5,15,-135,Loss,105,Win,17NFL13
Zach Ertz,Receiving Yards,TE,PHI,SEA,Away,59.5,24,-125,Loss,-105,Win,17NFL13
Antonio Gates,Receiving Yards,TE,LAC,DAL,Away,15.5,0,100,Loss,-130,Win,17NFL12
Austin Hooper,Receiving Yards,TE,ATL,TB,Home,35.5,38,-115,Win,-115,Loss,17NFL12
Austin Seferian Jenkins,Receiving Yards,TE,NYJ,CAR,Home,37.5,27,-105,Loss,-125,Win,17NFL12
Benjamin Watson,Receiving Yards,TE,BAL,HOU,Home,32.5,29,-105,Loss,-125,Win,17NFL12
Cameron Brate,Receiving Yards,TE,TB,ATL,Away,24.5,6,-115,Loss,-115,Win,17NFL12
Coby Fleener,Receiving Yards,TE,NO,LAR,Away,25.5,8,-105,Loss,-125,Win,17NFL12
Delanie Walker,Receiving Yards,TE,TEN,IND,Away,54.5,63,-115,Win,-115,Loss,17NFL12
Eric Ebron,Receiving Yards,TE,DET,MIN,Home,30.5,34,-105,Win,-125,Loss,17NFL12
Evan Engram,Receiving Yards,TE,NYG,WAS,Away,57.5,18,-125,Loss,-105,Win,17NFL12
Greg Olsen,Receiving Yards,TE,CAR,NYJ,Away,45.5,10,100,Loss,-130,Win,17NFL12
Hunter Henry,Receiving Yards,TE,LAC,DAL,Away,30.5,76,-115,Win,-115,Loss,17NFL12
Jack Doyle,Receiving Yards,TE,IND,TEN,Home,49.5,94,-105,Win,-125,Loss,17NFL12
Jared Cook,Receiving Yards,TE,LVR,DEN,Home,50.5,1,-115,Loss,-115,Win,17NFL12
Jason Witten,Receiving Yards,TE,DAL,LAC,Home,37.5,44,-115,Win,-115,Loss,17NFL12
Jermaine Gresham,Receiving Yards,TE,ARI,JAC,Home,20.5,13,-115,Loss,-115,Win,17NFL12
Jimmy Graham,Receiving Yards,TE,SEA,SF,Away,49.5,34,-105,Loss,-125,Win,17NFL12
Julius Thomas,Receiving Yards,TE,MIA,NE,Away,25.5,52,-115,Win,-115,Loss,17NFL12
Kyle Rudolph,Receiving Yards,TE,MIN,DET,Away,40.5,63,-115,Win,-115,Loss,17NFL12
Rob Gronkowski,Receiving Yards,TE,NE,MIA,Home,72.5,82,-115,Win,-115,Loss,17NFL12
Travis Kelce,Receiving Yards,TE,KC,BUF,Away,75.5,39,-115,Loss,-115,Win,17NFL12
Tyler Kroft,Receiving Yards,TE,CIN,CLE,Home,35.5,14,-115,Loss,-115,Win,17NFL12
Vernon Davis,Receiving Yards,TE,WAS,NYG,Home,50.5,0,-125,Loss,-105,Win,17NFL12
Zach Ertz,Receiving Yards,TE,PHI,CHI,Home,55.5,103,-115,Win,-115,Loss,17NFL12
Benjamin Watson,Receiving Yards,TE,BAL,GB,Away,30.5,33,-115,Win,-115,Loss,17NFL11
Cameron Brate,Receiving Yards,TE,TB,MIA,Away,35.5,12,-115,Loss,-115,Win,17NFL11
Delanie Walker,Receiving Yards,TE,TEN,PIT,Away,45.5,92,-130,Win,100,Loss,17NFL11
Hunter Henry,Receiving Yards,TE,LAC,BUF,Home,37.5,25,-115,Loss,-115,Win,17NFL11
Jared Cook,Receiving Yards,TE,LVR,NE,Home,49.5,36,-115,Loss,-105,Win,17NFL11
Jason Witten,Receiving Yards,TE,DAL,PHI,Home,44.5,7,-115,Loss,-115,Win,17NFL11
Jimmy Graham,Receiving Yards,TE,SEA,ATL,Home,45.5,58,-135,Win,105,Loss,17NFL11
Julius Thomas,Receiving Yards,TE,MIA,TB,Home,27.5,30,-115,Win,-115,Loss,17NFL11
Kyle Rudolph,Receiving Yards,TE,MIN,LAR,Home,37.5,58,-115,Win,-115,Loss,17NFL11
Rob Gronkowski,Receiving Yards,TE,NE,LVR,Away,67.5,36,-115,Loss,-115,Win,17NFL11
Travis Kelce,Receiving Yards,TE,KC,NYG,Away,70.5,109,-130,Win,100,Loss,17NFL11
Tyler Kroft,Receiving Yards,TE,CIN,DEN,Away,33.5,12,-115,Loss,-115,Win,17NFL11
Vernon Davis,Receiving Yards,TE,WAS,NO,Away,47.5,67,-115,Win,-115,Loss,17NFL11
Zach Ertz,Receiving Yards,TE,PHI,DAL,Away,62.5,8,-115,Loss,-115,Win,17NFL11
Austin Hooper,Receiving Yards,TE,ATL,DAL,Home,35.5,49,-115,Win,-115,Loss,17NFL10
Cameron Brate,Receiving Yards,TE,TB,NYJ,Home,47.5,10,-115,Loss,-115,Win,17NFL10
Delanie Walker,Receiving Yards,TE,TEN,CIN,Home,42.5,63,-115,Win,-115,Loss,17NFL10
Ed Dickson,Receiving Yards,TE,CAR,MIA,Home,29.5,33,-125,Win,-105,Loss,17NFL10
Evan Engram,Receiving Yards,TE,NYG,SF,Away,64.5,31,-115,Loss,-115,Win,17NFL10
Jason Witten,Receiving Yards,TE,DAL,ATL,Away,43.5,59,100,Win,-130,Loss,17NFL10
Jermaine Gresham,Receiving Yards,TE,ARI,SEA,Home,20.5,64,-115,Win,-115,Loss,17NFL10
Jimmy Graham,Receiving Yards,TE,SEA,ARI,Away,49.5,27,-125,Loss,-105,Win,17NFL10
Julius Thomas,Receiving Yards,TE,MIA,CAR,Away,30.5,8,-125,Loss,-105,Win,17NFL10
Kyle Rudolph,Receiving Yards,TE,MIN,WAS,Away,40.5,37,-115,Loss,-115,Win,17NFL10
Rob Gronkowski,Receiving Yards,TE,NE,DEN,Away,65.5,74,-115,Win,-115,Loss,17NFL10
Tyler Kroft,Receiving Yards,TE,CIN,TEN,Away,37.5,4,-115,Loss,-115,Win,17NFL10
Austin Hooper,Receiving Yards,TE,ATL,CAR,Away,30.5,36,-115,Win,-115,Loss,17NFL09
Austin Seferian Jenkins,Receiving Yards,TE,NYJ,BUF,Home,37.5,20,-130,Loss,100,Win,17NFL09
Benjamin Watson,Receiving Yards,TE,BAL,TEN,Away,27.5,41,-115,Win,-115,Loss,17NFL09
Cameron Brate,Receiving Yards,TE,TB,NO,Away,47.5,9,-115,Loss,-115,Win,17NFL09
Delanie Walker,Receiving Yards,TE,TEN,BAL,Home,42.5,71,-105,Win,-125,Loss,17NFL09
Ed Dickson,Receiving Yards,TE,CAR,ATL,Home,35.5,0,-115,Loss,-115,Win,17NFL09
Evan Engram,Receiving Yards,TE,NYG,LAR,Home,55.5,70,100,Win,-130,Loss,17NFL09
Jack Doyle,Receiving Yards,TE,IND,HOU,Away,45.5,63,-115,Win,-115,Loss,17NFL09
Jared Cook,Receiving Yards,TE,LVR,MIA,Away,42.5,126,-115,Win,-115,Loss,17NFL09
Jason Witten,Receiving Yards,TE,DAL,KC,Home,44.5,5,-115,Loss,-115,Win,17NFL09
Jermaine Gresham,Receiving Yards,TE,ARI,SF,Away,23.5,23,-105,Loss,-125,Win,17NFL09
Jimmy Graham,Receiving Yards,TE,SEA,WAS,Home,47.5,59,-115,Win,-115,Loss,17NFL09
Julius Thomas,Receiving Yards,TE,MIA,LVR,Home,22.5,84,-115,Win,-115,Loss,17NFL09
Travis Kelce,Receiving Yards,TE,KC,DAL,Away,64.5,73,-115,Win,-115,Loss,17NFL09
Tyler Kroft,Receiving Yards,TE,CIN,JAC,Away,35.5,79,-105,Win,-125,Loss,17NFL09
Austin Hooper,Receiving Yards,TE,ATL,NYJ,Away,27.5,47,-115,Win,-115,Loss,17NFL08
Cameron Brate,Receiving Yards,TE,TB,CAR,Home,45.5,64,-115,Win,-115,Loss,17NFL08
Coby Fleener,Receiving Yards,TE,NO,CHI,Home,22.5,-1,-105,Loss,-125,Win,17NFL08
Ed Dickson,Receiving Yards,TE,TB,CAR,Home,35.5,24,-115,Loss,-115,Win,17NFL08
George Kittle,Receiving Yards,TE,SF,PHI,Away,35.5,22,-115,Loss,-115,Win,17NFL08
Hunter Henry,Receiving Yards,TE,LAC,NE,Away,44.5,11,-125,Loss,-105,Win,17NFL08
Jack Doyle,Receiving Yards,TE,IND,CIN,Away,37.5,121,-115,Win,-115,Loss,17NFL08
Jared Cook,Receiving Yards,TE,LVR,BUF,Away,39.5,57,-115,Win,-115,Loss,17NFL08
Jason Witten,Receiving Yards,TE,DAL,WAS,Away,40.5,31,-115,Loss,-115,Win,17NFL08
Jimmy Graham,Receiving Yards,TE,SEA,HOU,Home,46.5,39,-115,Loss,-115,Win,17NFL08
Jordan Reed,Receiving Yards,TE,WAS,DAL,Home,49.5,5,-115,Loss,-115,Win,17NFL08
Julius Thomas,Receiving Yards,TE,MIA,BAL,Away,25.5,2,-125,Loss,-105,Win,17NFL08
Kyle Rudolph,Receiving Yards,TE,MIN,CLE,Away,40.5,27,-115,Loss,-115,Win,17NFL08
Rob Gronkowski,Receiving Yards,TE,NE,LAC,Home,67.5,57,-115,Loss,-115,Win,17NFL08
Travis Kelce,Receiving Yards,TE,KC,DEN,Home,61.5,133,-130,Win,100,Loss,17NFL08
Zach Ertz,Receiving Yards,TE,PHI,SF,Home,64.5,34,-115,Loss,-115,Win,17NFL08
Zach Miller,Receiving Yards,TE,CHI,NO,Away,33.5,0,-125,Loss,-105,Win,17NFL08
Austin Hooper,Receiving Yards,TE,ATL,NE,Away,39.5,1,-105,Loss,-125,Win,17NFL07
Cameron Brate,Receiving Yards,TE,TB,BUF,Away,45.5,60,-115,Win,-115,Loss,17NFL07
Coby Fleener,Receiving Yards,TE,NO,GB,Away,22.5,22,-105,Loss,-125,Win,17NFL07
Delanie Walker,Receiving Yards,TE,TEN,CLE,Away,47.5,63,-115,Win,-115,Loss,17NFL07
Evan Engram,Receiving Yards,TE,NYG,SEA,Home,53.5,60,-115,Win,-115,Loss,17NFL07
George Kittle,Receiving Yards,TE,SF,DAL,Home,32.5,16,-115,Loss,-115,Win,17NFL07
Hunter Henry,Receiving Yards,TE,LAC,DEN,Home,37.5,73,-115,Win,-115,Loss,17NFL07
Jack Doyle,Receiving Yards,TE,IND,JAC,Home,37.5,44,-115,Win,-115,Loss,17NFL07
Jared Cook,Receiving Yards,TE,LVR,KC,Home,34.5,107,-125,Win,-105,Loss,17NFL07
Jason Witten,Receiving Yards,TE,DAL,SF,Away,40.5,54,-115,Win,-115,Loss,17NFL07
Jermaine Gresham,Receiving Yards,TE,LAR,ARI,Home,22.5,18,-115,Loss,-115,Win,17NFL07
Jesse James,Receiving Yards,TE,PIT,CIN,Home,24.5,0,-115,Loss,-115,Win,17NFL07
Jimmy Graham,Receiving Yards,TE,SEA,NYG,Away,44.5,51,-105,Win,-125,Loss,17NFL07
